9.434558380456051327e-05 3.030351973155409606e-02
1.187740529421174579e-04 5.645707600747656291e-02
1.495276735106174418e-04 8.755276581053288154e-02
1.882441879489778690e-04 1.239500560957580433e-01
2.369853918315255813e-04 1.668822908787362669e-01
2.983469320007054045e-04 2.182017216235125623e-01
3.755965342265144393e-04 2.803107275340024351e-01
4.728480215195767530e-04 3.561933490685287862e-01
5.952803902075904209e-04 4.495035243707810602e-01
7.494136103750832561e-04 5.646841809775298149e-01
9.434558380456054038e-04 7.070928550795441137e-01
1.187740529421174931e-03 8.830964970427703786e-01
1.495276735106174960e-03 1.100037970414560196e+00
1.882441879489779287e-03 1.366050647484870151e+00
2.369853918315256627e-03 1.689325981917588537e+00
2.983469320007055454e-03 2.076601423943031488e+00
3.755965342265146778e-03 2.530450839396967133e+00
4.728480215195770241e-03 3.045222863884880837e+00
5.952803902075907462e-03 3.602486934861763412e+00
7.494136103750837115e-03 4.168430639600422261e+00
9.434558380456058158e-03 4.695104938281879470e+00
1.187740529421175452e-02 5.121140688937963148e+00
1.495276735106105225e-02 5.366774531310923635e+00
1.882441878510643721e-02 5.341724222027541380e+00
2.369852436543495172e-02 4.981762173049339104e+00
2.983110138948125156e-02 4.310186377803051805e+00
3.736540707319081778e-02 3.514814578840581571e+00
4.472204262452351975e-02 2.954550949461684173e+00
5.000105724266280111e-02 2.688925281093867525e+00
5.417399530738323254e-02 2.537214646949295105e+00
5.781720550450336615e-02 2.430329497671572359e+00
6.117199290035715831e-02 2.341789366792333293e+00
6.435921370205774372e-02 2.258825768515543952e+00
6.744853716484407180e-02 2.174579339429944635e+00
7.048440478834891443e-02 2.085483174956764607e+00
7.349742437633792480e-02 1.990138944837863244e+00
7.651000427455906250e-02 1.888790692560746054e+00
7.953940199405634681e-02 1.782924683185688197e+00
8.259949310295180980e-02 1.674927170527304554e+00
8.570185616754256996e-02 1.567743270218062701e+00
8.885646881621661608e-02 1.464495120638224401e+00
9.207217111989957070e-02 1.368137653977062218e+00
9.535698363608874351e-02 1.281124086247654503e+00
9.871833126905800448e-02 1.205163926430213417e+00
1.021632041064579471e-01 1.141034502835303943e+00
1.056982748762291813e-01 1.088490883110164287e+00
1.093299857921293528e-01 1.046260748304780552e+00
1.130646133242397405e-01 1.012100783722822195e+00
1.169083167585940747e-01 9.829754395986829429e-01
1.208671746871822911e-01 9.553633070094191826e-01
1.249472124408409490e-01 9.257406181273798440e-01
1.291544227299554204e-01 8.912087959587153829e-01
1.334947812600984496e-01 8.501207460611249767e-01
1.379742587584581737e-01 8.025374612059245072e-01
1.425988306279590001e-01 7.502936717351890161e-01
1.473744853031272728e-01 6.966019569864088101e-01
1.523072322901705133e-01 6.452693092542998166e-01
1.574031108160976189e-01 5.997598587882972954e-01
1.626681999758011754e-01 5.622810612478338355e-01
1.681086312434138808e-01 5.332832241158752540e-01
1.737306041994412520e-01 5.113130733136502792e-01
1.795404063151950780e-01 4.934489742886243313e-01
1.855444376302224085e-01 4.760354532089962620e-01
1.917492411582557010e-01 4.554822631507356445e-01
1.981615398663463257e-01 4.301658752720958767e-01
2.047882810960601763e-01 4.010546817760057281e-01
2.116366893428131279e-01 3.710546052105134773e-01
2.187143283897093893e-01 3.434452755287665804e-01
2.260291739180775028e-01 3.205952316879659425e-01
2.335896979034347287e-01 3.030627174047367811e-01
2.414049663713163374e-01 2.892867446484714278e-01
2.494847524551050688e-01 2.763642843039154640e-01
2.578396671964819364e-01 2.618268856334767802e-01
2.664813111956852998e-01 2.449454438116982213e-01
2.754224511029129685e-01 2.270660675014226082e-01
2.846772261111565894e-01 2.106362819345470871e-01
2.942613911575892027e-01 1.971672035628933006e-01
3.041926055962639319e-01 1.862625592642595529e-01
3.144907788561853157e-01 1.762522251349706026e-01
3.251784883159237749e-01 1.655146067552384082e-01
3.362814897046268459e-01 1.539825537011900725e-01
3.478293473673154113e-01 1.428535550320255143e-01
3.598562215958107657e-01 1.332403386387147892e-01
3.724018642831518067e-01 1.249561589803960537e-01
3.855128945266630969e-01 1.169421417984647799e-01
3.992444558519558928e-01 1.086662997362318889e-01
4.136624019339891767e-01 1.006185758001013619e-01
4.288462271698934014e-01 9.336179527607528505e-02
4.448930677946972834e-01 8.674420955157104152e-02
4.619232758405590888e-01 8.020809865663382221e-02
4.800883619276846148e-01 7.378318994012983412e-02
4.995826074123599914e-01 6.784813866603293941e-02
5.206605455377376623e-01 6.220076507307628622e-02
5.436641813724750749e-01 5.664277890496885459e-02
5.690670722797493974e-01 5.134176386801842656e-02
5.975490710377497905e-01 4.618805213837217510e-02
6.301301145398100489e-01 4.112330284487315107e-02
6.684254767277468812e-01 3.612449240115503390e-02
7.151700735254239438e-01 3.110217512192778311e-02
7.753844224954806741e-01 2.596291465146259234e-02
8.591275159776615711e-01 2.060015732135137348e-02
9.874702654584990302e-01 1.498919736303474734e-02
1.195548449856683737e+00 9.619640739953159991e-03
1.497539849362469200e+00 5.652902889417788131e-03
1.885044468298360032e+00 3.252929920651509346e-03
2.373128705389126125e+00 1.855322044240130834e-03
2.987592030840171553e+00 1.050003296632123469e-03
3.761155527698215817e+00 5.900759244210588162e-04
4.735014271529385255e+00 3.294927849030072496e-04
5.961029791636390129e+00 1.829137465970426951e-04
7.504491885153140807e+00 1.010000280570461225e-04
9.447595536822403162e+00 5.549757658933764348e-05
1.189381810165888176e+01 3.035759330886896471e-05
1.497342985143582794e+01 1.653691591437667294e-05
1.885043134168992651e+01 8.973626633616981645e-06
2.373128703933466710e+01 4.852013059718857725e-06
2.987592030839998003e+01 2.614688026186252919e-06
3.761155527698217327e+01 1.404572020493360910e-06
4.735014271529386320e+01 7.522360260220142822e-07
5.961029791636391195e+01 4.016791239582324675e-07
7.504491885153143471e+01 2.138578266661844373e-07
9.447595536822407780e+01 1.135127368536758435e-07
1.189381810165888709e+02 6.005021933084700481e-08
