       1.051899717281e-05       6.842398473530e-03
       1.324263284744e-05       8.544924366487e-03 
       1.667148701071e-05       1.067107295904e-02 
       2.098815865017e-05       1.332624427729e-02 
       2.642252627147e-05       1.664206644335e-02 
       3.326398976696e-05       2.078291143738e-02 
       4.187688201528e-05       2.595404535354e-02 
       5.271987093574e-05       3.241178446729e-02 
       6.637038522752e-05       4.047618721635e-02 
       8.355536455349e-05       5.054687057197e-02 
       1.051899717281e-04       6.312274211174e-02 
       1.324263284744e-04       7.882654979967e-02 
       1.667148701071e-04       9.843541572690e-02 
       2.098815865017e-04       1.229186794963e-01 
       2.642252627147e-04       1.534846012757e-01 
       3.326398976696e-04       1.916375964243e-01 
       4.187688201528e-04       2.392475422142e-01 
       5.271987093574e-04       2.986320818782e-01 
       6.637038522752e-04       3.726510488086e-01 
       8.355536455349e-04       4.648080585312e-01 
       1.051899717281e-03       5.793457298986e-01 
       1.324263284744e-03       7.213039772736e-01 
       1.667148701071e-03       8.964551769682e-01 
       2.098815865017e-03       1.111098197537e+00 
       2.642252627147e-03       1.371334116493e+00 
       3.326398976696e-03       1.681675105506e+00 
       4.187688201528e-03       2.042603114328e+00 
       5.271987093574e-03       2.447059776699e+00 
       6.637038522752e-03       2.876802298387e+00 
       8.355536455349e-03       3.300925632816e+00 
       1.051899717281e-02       3.677910259945e+00 
       1.324263284744e-02       3.956829836610e+00 
       1.667148701068e-02       4.074556627443e+00 
       2.098815849633e-02       3.967072433530e+00 
       2.642240663083e-02       3.604634259106e+00 
       3.324713950916e-02       3.042577616724e+00 
       4.130729370809e-02       2.474584044246e+00 
       4.813877544137e-02       2.146406053508e+00 
       5.308686339767e-02       1.985254493800e+00 
       5.716147164813e-02       1.884909874394e+00 
       6.079677879650e-02       1.809260354625e+00 
       6.418583424263e-02       1.743245512141e+00 
       6.743060742663e-02       1.679275116869e+00 
       7.059215038955e-02       1.613299747913e+00 
       7.371052179301e-02       1.543360393568e+00 
       7.681392889147e-02       1.468956501816e+00 
       7.992340119814e-02       1.390681964329e+00 
       8.305538494203e-02       1.309945106913e+00 
       8.622327917305e-02       1.228706348269e+00 
       8.943839340122e-02       1.149213049512e+00 
       9.271057023718e-02       1.073726067825e+00 
       9.604860448374e-02       1.004267930159e+00 
       9.946053341229e-02       9.424060292327e-01 
       1.029538426084e-01       8.890851529707e-01 
       1.065356147543e-01       8.445296416119e-01 
       1.102126387866e-01       8.082052377636e-01 
       1.139914908762e-01       7.788321040479e-01 
       1.178785949530e-01       7.544720747968e-01 
       1.218802681312e-01       7.327033040120e-01 
       1.260027548536e-01       7.109004769035e-01 
       1.302522525632e-01       6.866429257611e-01 
       1.346349310381e-01       6.581822219119e-01 
       1.391569470814e-01       6.248622685520e-01 
       1.438244559559e-01       5.873294688783e-01 
       1.486436207636e-01       5.474291485636e-01 
       1.536206208388e-01       5.077671111165e-01 
       1.587616601438e-01       4.710830519951e-01 
       1.640729766071e-01       4.395356851385e-01 
       1.695608533105e-01       4.141774306575e-01 
       1.752316324127e-01       3.946960012076e-01 
       1.810917326825e-01       3.794688147578e-01 
       1.871476715069e-01       3.660892157510e-01 
       1.934060922358e-01       3.518625345011e-01 
       1.998737977236e-01       3.347009537606e-01 
       2.065577909478e-01       3.142320883295e-01 
       2.134653236119e-01       2.918916332892e-01 
       2.206039537009e-01       2.700675350360e-01 
       2.279816130543e-01       2.508905131727e-01 
       2.356066861717e-01       2.354871800007e-01 
       2.434881016811e-01       2.235821419459e-01 
       2.516354382097e-01       2.135305899804e-01 
       2.600590468157e-01       2.032428200646e-01 
       2.687701927092e-01       1.914561421761e-01 
       2.777812197451e-01       1.783372216580e-01 
       2.871057421748e-01       1.652908363500e-01 
       2.967588694667e-01       1.539164055489e-01 
       3.067574717616e-01       1.446923246439e-01 
       3.171204958652e-01       1.368295515474e-01 
       3.278693448170e-01       1.290677416020e-01 
       3.390283383304e-01       1.206645545133e-01 
       3.506252772316e-01       1.120690385963e-01 
       3.626921431434e-01       1.041868491155e-01 
       3.752659761001e-01       9.744642188431e-02 
       3.883899891844e-01       9.133941945619e-02 
       4.021150031781e-01       8.521186225401e-02 
       4.165013197157e-01       7.902330574801e-02 
       4.316212052019e-01       7.323705996617e-02 
       4.475622410546e-01       6.801859737480e-02 
       4.644319280352e-01       6.308880114039e-02 
       4.823641480210e-01       5.819784015677e-02 
       5.015284489062e-01       5.352572159613e-02 
       5.221437482650e-01       4.919190752675e-02 
       5.444991892569e-01       4.497785809946e-02 
       5.689870284376e-01       4.089079052255e-02 
       5.961566873766e-01       3.698407246441e-02 
       6.268080095389e-01       3.315072897696e-02 
       6.621616454724e-01       2.939935069354e-02 
       7.041920140538e-01       2.566245306080e-02 
       7.563298368587e-01       2.189467447160e-02 
       8.250641990970e-01       1.801305883414e-02 
       9.237292115140e-01       1.394288188583e-02 
       1.079587187898e+00       9.745057898844e-03 
       1.327971846319e+00       6.008428405889e-03 
       1.668915259010e+00       3.490322412273e-03 
       2.100983635401e+00       2.001048708614e-03 
       2.644981474502e+00       1.137730063393e-03 
       3.329834391859e+00       6.420662860342e-04 
       4.192013132978e+00       3.598939369202e-04 
       5.277431859681e+00       2.004881077092e-04 
       6.643893077165e+00       1.110579945184e-04 
       8.364165828086e+00       6.120272944216e-05 
       1.052986090944e+01       3.356878467810e-05 
       1.325630948155e+01       1.833159511572e-05 
       1.668870487293e+01       9.970541433424e-06 
       2.100983465446e+01       5.402672198462e-06 
       2.644981474410e+01       2.917392599288e-06 
       3.329834391859e+01       1.570185175428e-06 
       4.192013132978e+01       8.425043246268e-07 
       5.277431859681e+01       4.507206627312e-07 
       6.643893077165e+01       2.404289054495e-07 
       8.364165828086e+01       1.278818619154e-07 
       1.052986090944e+02       6.781272683019e-08 
       1.325630948155e+02       3.583946744668e-08 
       1.668870487293e+02       1.886843297327e-08 
       2.100983465446e+02       9.886676305172e-09 
       2.644981474410e+02       5.149010662465e-09 
       3.329834391859e+02       2.660598032326e-09 
       4.192013132978e+02       1.361089212010e-09 
       5.277431859681e+02       6.882159176942e-10 
       6.643893077165e+02       3.441685464972e-10 
       8.364165828086e+02       1.711894293216e-10 
       1.052986090944e+03       8.565472548124e-11 
