       1.028183696952e-05       9.133241657396e-03 
       1.294406584085e-05       1.140577508266e-02 
       1.629561341898e-05       1.424376036871e-02 
       2.051496183393e-05       1.778788455971e-02 
       2.582680677472e-05       2.221384593301e-02 
       3.251402335419e-05       2.774104764752e-02 
       4.093273024026e-05       3.464347464386e-02 
       5.153125427358e-05       4.326325708572e-02 
       6.487400550664e-05       5.402759920743e-02 
       8.167153409718e-05       6.746989844158e-02 
       1.028183696952e-04       8.425606426062e-02 
       1.294406584085e-04       1.052172823263e-01 
       1.629561341898e-04       1.313907392460e-01 
       2.051496183393e-04       1.640700765813e-01 
       2.582680677472e-04       2.048676226830e-01 
       3.251402335419e-04       2.557905607412e-01 
       4.093273024026e-04       3.193330123875e-01 
       5.153125427358e-04       3.985850363754e-01 
       6.487400550664e-04       4.973570006824e-01 
       8.167153409718e-04       6.203119716001e-01 
       1.028183696952e-03       7.730867043636e-01 
       1.294406584085e-03       9.623538279933e-01 
       1.629561341898e-03       1.195721982381e+00 
       2.051496183393e-03       1.481427875616e+00 
       2.582680677472e-03       1.827309365830e+00 
       3.251402335419e-03       2.238912031113e+00 
       4.093273024026e-03       2.716252640851e+00 
       5.153125427358e-03       3.249392474788e+00 
       6.487400550664e-03       3.814255902697e+00 
       8.167153409718e-03       4.371451459871e+00 
       1.028183696952e-02       4.868271099654e+00 
       1.294406584085e-02       5.237100383604e+00 
       1.629561341895e-02       5.391703064915e+00 
       2.051496164256e-02       5.246095519107e+00 
       2.582666684473e-02       4.759940610594e+00 
       3.249527971873e-02       4.009328057155e+00 
       4.032715601928e-02       3.259123277911e+00 
       4.687875166955e-02       2.833011859052e+00 
       5.163962444865e-02       2.623514100551e+00 
       5.557387753685e-02       2.493197938492e+00 
       5.909049447196e-02       2.395252871939e+00 
       6.237244175318e-02       2.309905267765e+00 
       6.551682840067e-02       2.227086204155e+00 
       6.858199650664e-02       2.141353285747e+00 
       7.160632569278e-02       2.050032394403e+00 
       7.461689634371e-02       1.952390475047e+00 
       7.763393203273e-02       1.849170035406e+00 
       8.067327142329e-02       1.742233214144e+00 
       8.374783454566e-02       1.634217572993e+00 
       8.686853828449e-02       1.528172328969e+00 
       9.004489235065e-02       1.427197952821e+00 
       9.328540083304e-02       1.334095591493e+00 
       9.659784056158e-02       1.251076865575e+00 
       9.998945864113e-02       1.179497478069e+00 
       1.034671153049e-01       1.119780952473e+00 
       1.070373887670e-01       1.071293274894e+00 
       1.107066530308e-01       1.032386443676e+00 
       1.144811360550e-01       1.000498923781e+00 
       1.183669634120e-01       9.723705422285e-01 
       1.223701911049e-01       9.444138142243e-01 
       1.264968302408e-01       9.132633654603e-01 
       1.307528656175e-01       8.764146200295e-01 
